sessionId,userId,itemId,action,timeframe,eventdate,userID
249,36,11881,click,20556,3/5/2016,36
250,37,20748,click,273066,3/5/2016,37
250,37,22470,click,146538,3/5/2016,37
250,37,84873,click,31434,3/5/2016,37
250,37,41781,click,211766,3/5/2016,37
250,37,41781,click,123275,3/5/2016,37
250,37,170414,click,345580,3/5/2016,37
250,37,5986,click,246481,3/5/2016,37
253,40,13545,click,20060,3/5/2016,40
255,42,645,click,39932,3/5/2016,42
255,42,31033,click,293762,3/5/2016,42
255,42,159774,click,903018,3/5/2016,42
255,42,10858,click,941278,3/5/2016,42
257,44,120347,click,838307,3/4/2016,44
257,44,33919,click,610107,3/4/2016,44
257,44,33919,click,52086,3/4/2016,44
257,44,26149,click,550248,3/4/2016,44
257,44,707,click,1052790,3/4/2016,44
257,44,62441,click,937649,3/4/2016,44
257,44,20054,click,1171172,3/4/2016,44
259,46,79526,click,2675,2/7/2016,46
259,46,6078,click,54644,2/7/2016,46
259,46,47296,click,50046,2/7/2016,46
259,46,47296,click,253111,2/7/2016,46
260,47,25274,click,9510,2/7/2016,47
260,47,522549,click,122741,2/7/2016,47
261,48,80424,click,20608,2/7/2016,48
262,49,39403,click,39575,2/7/2016,49
262,49,1296,click,10654,2/7/2016,49
263,50,126879,click,93716,2/7/2016,50
269,53,74476,click,18633,2/6/2016,53
281,56,19441,click,72309,3/4/2016,56
294,57,130841,click,178958,2/6/2016,57
294,57,421369,click,155446,2/6/2016,57
294,57,247658,click,19422,2/6/2016,57
301,60,10271,click,38679,3/8/2016,60
301,60,32971,click,242029,3/8/2016,60
301,60,32971,click,304616,3/8/2016,60
303,61,4081,click,22863,2/6/2016,61
303,61,11881,click,6859,2/6/2016,61
303,61,29254,click,122993,2/6/2016,61
303,61,36703,click,131238,2/6/2016,61
305,63,40156,click,37325,2/6/2016,63
305,63,9154,click,173987,2/6/2016,63
305,63,2920,click,84270,2/6/2016,63
305,63,2922,click,119515,2/6/2016,63
306,64,11881,click,11263,2/7/2016,64
314,66,31079,click,489795,2/6/2016,66
314,66,83484,click,889947,2/6/2016,66
314,66,32138,click,388678,2/6/2016,66
314,66,2865,click,58451,2/6/2016,66
314,66,36142,click,1005546,2/6/2016,66
314,66,13760,click,1164545,2/6/2016,66
314,66,13960,click,726109,2/6/2016,66
315,67,30839,click,139847,2/6/2016,67
315,67,30839,click,63711,2/6/2016,67
315,67,11586,click,91822,2/6/2016,67
315,67,67789,click,25326,2/6/2016,67
315,67,67789,click,155145,2/6/2016,67
317,69,49502,click,285291,2/6/2016,69
317,69,110695,click,532287,2/6/2016,69
317,69,172299,click,190963,2/6/2016,69
317,69,2166,click,539811,2/6/2016,69
317,69,260220,click,65121,2/6/2016,69
317,69,27359,click,130241,2/6/2016,69
317,69,10073,click,560094,2/6/2016,69
317,69,17437,click,613887,2/6/2016,69
317,69,29260,click,222168,2/6/2016,69
318,70,134713,click,10325,2/6/2016,70
318,70,248779,click,37636,2/6/2016,70
319,71,63142,click,20442,2/6/2016,71
320,72,9154,click,98359,2/6/2016,72
320,72,9154,click,33975,2/6/2016,72
320,72,400043,click,85189,2/6/2016,72
322,167422,69167,click,847744,5/25/2016,167422
322,167422,69167,click,809433,5/25/2016,167422
329,73,90107,click,440385,2/6/2016,73
329,73,9582,click,253194,2/6/2016,73
329,73,2743,click,173182,2/6/2016,73
329,73,63620,click,389963,2/6/2016,73
329,73,32817,click,1063421,2/6/2016,73
329,73,64648,click,912270,2/6/2016,73
329,73,5650,click,702505,2/6/2016,73
329,73,35640,click,511396,2/6/2016,73
329,73,19679,click,365238,2/6/2016,73
329,73,19679,click,497871,2/6/2016,73
329,73,19679,click,426120,2/6/2016,73
329,73,19679,click,237108,2/6/2016,73
329,73,19679,click,563300,2/6/2016,73
330,74,69167,click,110481,2/5/2016,74
331,75,52882,click,154269,2/6/2016,75
332,76,38128,click,18024,2/6/2016,76
333,77,37775,click,11842,2/6/2016,77
334,78,72562,click,18143,2/6/2016,78
334,78,57835,click,10989,2/6/2016,78
334,78,13520,click,13405,2/6/2016,78
335,79,48167,click,10252,3/4/2016,79
335,79,36694,click,41957,3/4/2016,79
350,80,80149,click,8440,5/25/2016,80
356,82,71942,click,170475,2/6/2016,82
356,82,61771,click,211154,2/6/2016,82
356,82,16852,click,184232,2/6/2016,82
356,82,75611,click,225698,2/6/2016,82
356,82,75611,click,1040473,2/6/2016,82
356,82,181073,click,140766,2/6/2016,82
356,82,28367,click,116178,2/6/2016,82
356,82,28376,click,1073410,2/6/2016,82
356,82,68398,click,11444,2/6/2016,82
357,83,67698,click,29458,2/6/2016,83
364,86,3642,click,22303,2/21/2016,86
364,86,336354,click,8679,2/21/2016,86
365,87,882,click,12862,2/22/2016,87
365,87,882,click,260590,2/22/2016,87
365,87,882,click,213173,2/22/2016,87
365,87,40156,click,27935,2/22/2016,87
365,87,9154,click,51021,2/22/2016,87
365,87,9154,click,101607,2/22/2016,87
365,87,2920,click,74615,2/22/2016,87
365,87,14133,click,324540,2/22/2016,87
377,88,12841,click,42420,2/21/2016,88
377,88,3253,click,831297,2/21/2016,88
378,89,127250,click,82926,2/21/2016,89
378,89,127250,click,254944,2/21/2016,89
378,89,192255,click,47037,2/21/2016,89
382,90,32622,click,21875,2/21/2016,90
383,91,453456,click,125931,2/21/2016,91
383,91,117127,click,105498,2/21/2016,91
383,91,365117,click,122596,2/21/2016,91
383,91,229318,click,119657,2/21/2016,91
383,91,34755,click,97435,2/21/2016,91
383,91,201785,click,137364,2/21/2016,91
383,91,131182,click,143060,2/21/2016,91
384,92,31142,click,382146,2/21/2016,92
385,93,49788,click,151478,2/21/2016,93
385,93,33064,click,39951,2/21/2016,93
385,93,57688,click,450698,2/21/2016,93
403,94,32773,click,14617,2/13/2016,94
403,94,11700,click,89526,2/13/2016,94
405,96,55205,click,10499,2/28/2016,96
407,98,30151,click,109463,2/28/2016,98
407,98,7637,click,35184,2/28/2016,98
407,98,80698,click,143190,2/28/2016,98
407,98,1907,click,4958,2/28/2016,98
407,98,11406,click,122072,2/28/2016,98
407,98,54952,click,290344,2/28/2016,98
422,99,34614,click,19390,2/21/2016,99
423,100,9617,click,22453,2/21/2016,100
423,100,9617,click,72026,2/21/2016,100
423,100,3717,click,92334,2/21/2016,100
423,100,3655,click,116220,2/21/2016,100
424,101,42419,click,15504,2/21/2016,101
425,102,33475,click,20751,2/21/2016,102
426,103,72846,click,145643,2/21/2016,103
426,103,10041,click,159579,2/21/2016,103
426,103,10041,click,58728,2/21/2016,103
426,103,49986,click,18255,2/21/2016,103
429,105,10850,click,92486,4/25/2016,105
429,105,66973,click,170435,4/25/2016,105
435,109,206092,click,631466,4/2/2016,109
435,109,89579,click,361880,4/2/2016,109
435,109,89579,click,240641,4/2/2016,109
435,109,12741,click,473894,4/2/2016,109
435,109,12741,click,533613,4/2/2016,109
435,109,211659,click,639092,4/2/2016,109
435,109,211659,click,611581,4/2/2016,109
435,109,211659,click,618875,4/2/2016,109
435,109,12742,click,206866,4/2/2016,109
435,109,24492,click,326125,4/2/2016,109
435,109,12743,click,162221,4/2/2016,109
435,109,5193,click,460565,4/2/2016,109
435,109,5193,click,414252,4/2/2016,109
435,109,135724,click,425943,4/2/2016,109
435,109,206093,click,516535,4/2/2016,109
435,109,125862,click,751803,4/2/2016,109
435,109,89583,click,384340,4/2/2016,109
435,109,166007,click,806502,4/2/2016,109
435,109,142463,click,285199,4/2/2016,109
435,109,142463,click,337845,4/2/2016,109
435,109,142463,click,404894,4/2/2016,109
435,109,189660,click,662900,4/2/2016,109
435,109,35187,click,569640,4/2/2016,109
435,109,35187,click,545690,4/2/2016,109
435,109,18965,click,581686,4/2/2016,109
435,109,227662,click,697094,4/2/2016,109
435,109,231481,click,722424,4/2/2016,109
435,109,151009,click,764434,4/2/2016,109
435,109,175998,click,920051,4/2/2016,109
443,111,157728,click,28877,2/21/2016,111
444,112,7825,click,813427,2/21/2016,112
444,112,359,click,1016326,2/21/2016,112
444,112,359,click,178635,2/21/2016,112
444,112,70223,click,1180918,2/21/2016,112
444,112,48570,click,1199623,2/21/2016,112
444,112,48570,click,1156354,2/21/2016,112
444,112,32394,click,680733,2/21/2016,112
444,112,32394,click,985338,2/21/2016,112
444,112,32394,click,1128168,2/21/2016,112
447,160768,62915,click,1158789,2/2/2016,160768
447,160768,63041,click,133750,2/2/2016,160768
447,160768,35887,click,268487,2/2/2016,160768
447,160768,26006,click,381389,2/2/2016,160768
447,160768,65253,click,314123,2/2/2016,160768
451,113,21856,click,589736,2/21/2016,113
451,113,68151,click,390767,2/21/2016,113
451,113,68151,click,136082,2/21/2016,113
451,113,35185,click,141787,2/21/2016,113
451,113,189726,click,146383,2/21/2016,113
451,113,150259,click,385032,2/21/2016,113
451,113,150259,click,152928,2/21/2016,113
451,113,158173,click,145270,2/21/2016,113
451,113,25256,click,693496,2/21/2016,113
451,113,36321,click,1181778,2/21/2016,113
451,113,36321,click,411034,2/21/2016,113
451,113,36885,click,12996,2/21/2016,113
452,114,49272,click,7846,2/21/2016,114
452,114,49272,click,33761,2/21/2016,114
452,114,34952,click,9348,2/21/2016,114
452,114,34952,click,29153,2/21/2016,114
453,115,32487,click,21409,2/21/2016,115
453,115,6450,click,25957,2/21/2016,115
453,115,107572,click,165229,2/21/2016,115
453,115,58687,click,279869,2/21/2016,115
453,115,107905,click,210101,2/21/2016,115
453,115,211348,click,962413,2/21/2016,115
453,115,64897,click,132979,2/21/2016,115
453,115,64897,click,72824,2/21/2016,115
453,115,23206,click,934326,2/21/2016,115
472,116,6078,click,34007,2/22/2016,116
472,116,35997,click,67983,2/22/2016,116
473,117,3313,click,6398,2/22/2016,117
473,117,120369,click,62413,2/22/2016,117
473,117,120369,click,120220,2/22/2016,117
473,117,120369,click,320028,2/22/2016,117
473,117,120369,click,300079,2/22/2016,117
473,117,120369,click,369195,2/22/2016,117
473,117,34019,click,54368,2/22/2016,117
473,117,34019,click,313042,2/22/2016,117
473,117,34019,click,23968,2/22/2016,117
474,118,9667,click,149546,2/22/2016,118
474,118,9667,click,77278,2/22/2016,118
474,118,9667,click,287064,2/22/2016,118
474,118,9667,click,603855,2/22/2016,118
474,118,9667,click,563348,2/22/2016,118
474,118,9667,click,483532,2/22/2016,118
474,118,9667,click,317792,2/22/2016,118
474,118,32176,click,15764,2/22/2016,118
474,118,32176,click,201139,2/22/2016,118
474,118,32176,click,169852,2/22/2016,118
474,118,32176,click,586318,2/22/2016,118
474,118,32176,click,361453,2/22/2016,118
474,118,32176,click,512750,2/22/2016,118
474,118,32176,click,214743,2/22/2016,118
474,118,5350,click,97832,2/22/2016,118
474,118,35879,click,35043,2/22/2016,118
474,118,35879,click,330994,2/22/2016,118
474,118,35879,click,492594,2/22/2016,118
474,118,19690,click,182904,2/22/2016,118
475,119,82691,click,8435,2/22/2016,119
475,119,11419,click,137475,2/22/2016,119
475,119,34093,click,67445,2/22/2016,119
475,119,128905,click,167123,2/22/2016,119
475,119,128905,click,106926,2/22/2016,119
477,121,16673,click,13140,2/21/2016,121
477,121,12623,click,108415,2/21/2016,121
477,121,133770,click,205481,2/21/2016,121
478,122,8240,click,10659,4/2/2016,122
478,122,9575,click,61845,4/2/2016,122
478,122,45104,click,54429,4/2/2016,122
485,123,3751,click,11163,2/21/2016,123
486,124,91798,click,8338,2/21/2016,124
486,124,299,click,41610,2/21/2016,124
490,128,227511,click,157791,2/21/2016,128
492,130,30837,click,15588,2/21/2016,130
493,131,36272,click,25488,2/28/2016,131
493,131,36706,click,144463,2/28/2016,131
495,133,30913,click,647205,2/27/2016,133
495,133,8623,click,152314,2/27/2016,133
495,133,32311,click,23662,2/27/2016,133
495,133,101741,click,664487,2/27/2016,133
495,133,47242,click,821673,2/27/2016,133
495,133,19980,click,824453,2/27/2016,133
496,134,170129,click,61338,2/28/2016,134
496,134,98023,click,72605,2/28/2016,134
496,134,166964,click,89347,2/28/2016,134
496,134,166964,click,168328,2/28/2016,134
496,134,195719,click,7992,2/28/2016,134
496,134,162225,click,148626,2/28/2016,134
496,134,162225,click,35289,2/28/2016,134
496,134,164202,click,122129,2/28/2016,134
497,135,35311,click,717493,2/29/2016,135
497,135,79130,click,873936,2/29/2016,135
497,135,79178,click,1149885,2/29/2016,135
497,135,79178,click,1055554,2/29/2016,135
498,136,86161,click,14189,1/18/2016,136
498,136,8328,click,62468,1/18/2016,136
498,136,49920,click,323053,1/18/2016,136
498,136,40985,click,623430,1/18/2016,136
498,136,40985,click,969348,1/18/2016,136
498,136,34952,click,512346,1/18/2016,136
499,137,100760,click,74169,1/18/2016,137
499,137,70504,click,16789,1/18/2016,137
500,138,81744,click,17592,1/19/2016,138
501,139,13748,click,6082,2/28/2016,139
502,140,9856,click,74645,2/28/2016,140
532,141,207838,click,7948,2/14/2016,141
533,142,16210,click,36217,2/14/2016,142
533,142,76614,click,16215,2/14/2016,142
533,142,7575,click,16179,2/14/2016,142
534,143,6080,click,30450,2/14/2016,143
534,143,13931,click,88848,2/14/2016,143
535,144,30878,click,37998,2/14/2016,144
535,144,30882,click,1178237,2/14/2016,144
535,144,61872,click,174252,2/14/2016,144
535,144,2671,click,73249,2/14/2016,144
536,145,6135,click,9098,2/28/2016,145
536,145,6135,click,190869,2/28/2016,145
537,146,499822,click,47779,1/18/2016,146
537,146,189843,click,124806,1/18/2016,146
537,146,46965,click,39812,1/18/2016,146
537,146,46965,click,11662,1/18/2016,146
539,148,72561,click,7448,2/22/2016,148
540,149,2920,click,8164,2/22/2016,149
540,149,28191,click,79398,2/22/2016,149
540,149,33917,click,74742,2/22/2016,149
540,149,33917,click,60610,2/22/2016,149
540,149,33917,click,21363,2/22/2016,149
540,149,88729,click,30756,2/22/2016,149
540,149,180026,click,67207,2/22/2016,149
543,152,30254,click,55446,1/18/2016,152
543,152,134333,click,489837,1/18/2016,152
545,154,14028,click,132978,2/28/2016,154
545,154,2883,click,200316,2/28/2016,154
545,154,2883,click,393171,2/28/2016,154
545,154,5352,click,341204,2/28/2016,154
545,154,5352,click,47004,2/28/2016,154
546,155,14912,click,7773,2/28/2016,155
546,155,36366,click,465378,2/28/2016,155
547,156,8742,click,20366,2/28/2016,156
547,156,2860,click,106646,2/28/2016,156
548,157,14651,click,158500,2/28/2016,157
548,157,1189,click,230635,2/28/2016,157
548,157,1189,click,119847,2/28/2016,157
548,157,1189,click,191861,2/28/2016,157
548,157,41223,click,1079870,2/28/2016,157
548,157,30618,click,589607,2/28/2016,157
548,157,30618,click,1115997,2/28/2016,157
548,157,60019,click,750935,2/28/2016,157
548,157,63620,click,991902,2/28/2016,157
548,157,74351,click,487413,2/28/2016,157
548,157,85046,click,650507,2/28/2016,157
548,157,85046,click,1158440,2/28/2016,157
548,157,23354,click,60610,2/28/2016,157
548,157,34818,click,104296,2/28/2016,157
548,157,34818,click,252871,2/28/2016,157
548,157,35404,click,216182,2/28/2016,157
548,157,5491,click,553356,2/28/2016,157
548,157,126034,click,313324,2/28/2016,157
548,157,19387,click,714348,2/28/2016,157
548,157,90492,click,1023734,2/28/2016,157
550,159,1189,click,508334,2/28/2016,159
550,159,31924,click,863278,2/28/2016,159
550,159,9673,click,13467,2/28/2016,159
550,159,10177,click,964860,2/28/2016,159
550,159,31890,click,922703,2/28/2016,159
550,159,34382,click,281259,2/28/2016,159
550,159,14295,click,576547,2/28/2016,159
551,160,3057,click,263678,2/28/2016,160
551,160,18323,click,705800,2/28/2016,160
551,160,4603,click,139122,2/28/2016,160
551,160,35143,click,56439,2/28/2016,160
551,160,13961,click,578941,2/28/2016,160
552,161,13058,click,7620,2/28/2016,161
557,164,12233,click,989268,2/28/2016,164
557,164,48286,click,295226,2/28/2016,164
557,164,30378,click,436703,2/28/2016,164
557,164,31628,click,251248,2/28/2016,164
557,164,31628,click,282956,2/28/2016,164
557,164,33256,click,842315,2/28/2016,164
557,164,33906,click,190667,2/28/2016,164
557,164,34992,click,270553,2/28/2016,164
557,164,35074,click,36450,2/28/2016,164
557,164,126100,click,76666,2/28/2016,164
557,164,126100,click,217478,2/28/2016,164
559,166,21293,click,434622,2/28/2016,166
559,166,170303,click,727969,2/28/2016,166
559,166,36608,click,17064,2/28/2016,166
563,170,8848,click,136266,1/18/2016,170
563,170,83474,click,336325,1/18/2016,170
563,170,2397,click,82169,1/18/2016,170
564,171,56584,click,13228,1/18/2016,171
566,173,136031,click,42532,2/29/2016,173
568,175,90036,click,9217,2/29/2016,175
568,175,36320,click,54315,2/29/2016,175
570,177,4523,click,65507,2/29/2016,177
570,177,130138,click,354427,2/29/2016,177
570,177,34321,click,367018,2/29/2016,177
571,178,90094,click,26568,2/29/2016,178
572,179,193987,click,13576,2/29/2016,179
573,180,132728,click,33677,1/19/2016,180
574,181,3253,click,57777,2/27/2016,181
574,181,33228,click,39800,2/27/2016,181
575,182,31142,click,429812,2/27/2016,182
575,182,6208,click,22668,2/27/2016,182
576,183,10747,click,6600,1/18/2016,183
577,184,35474,click,155201,2/28/2016,184
577,184,46988,click,240044,2/28/2016,184
577,184,136014,click,233099,2/28/2016,184
577,184,36320,click,15242,2/28/2016,184
594,188,269426,click,51713,1/18/2016,188
594,188,8832,click,159789,1/18/2016,188
594,188,182793,click,718570,1/18/2016,188
594,188,124726,click,1099980,1/18/2016,188
594,188,115371,click,992267,1/18/2016,188
594,188,234713,click,624439,1/18/2016,188
594,188,363713,click,697844,1/18/2016,188
594,188,122537,click,850246,1/18/2016,188
596,190,1735,click,34133,1/17/2016,190
596,190,17131,click,5495,1/17/2016,190
596,190,36269,click,101337,1/17/2016,190
596,190,36269,click,16488,1/17/2016,190
601,13325,36837,click,218057,3/1/2016,13325
614,193,3717,click,199994,1/4/2016,193
614,193,13684,click,42082,1/4/2016,193
617,194,31044,click,53878,1/3/2016,194
617,194,35789,click,82405,1/3/2016,194
617,194,35789,click,7112,1/3/2016,194
637,197,234364,click,31010,1/17/2016,197
637,197,192211,click,135869,1/17/2016,197
637,197,17726,click,258707,1/17/2016,197
638,198,12964,click,29907,1/17/2016,198
641,199,2395,click,12453,1/4/2016,199
641,199,33557,click,81379,1/4/2016,199
669,202,39945,click,306149,2/15/2016,202
669,202,61632,click,286434,2/15/2016,202
669,202,2061,click,75131,2/15/2016,202
669,202,2061,click,341980,2/15/2016,202
669,202,33915,click,197955,2/15/2016,202
670,203,30218,click,16141,2/14/2016,203
670,203,130258,click,49474,2/14/2016,203
670,203,128818,click,110228,2/14/2016,203
670,203,128818,click,776763,2/14/2016,203
671,204,10674,click,19968,2/15/2016,204
678,205,33908,click,26838,2/15/2016,205
680,207,33655,click,17319,2/15/2016,207
684,210,47310,click,17436,4/23/2016,210
687,212,415324,click,113673,2/15/2016,212
687,212,415324,click,303553,2/15/2016,212
687,212,415324,click,18599,2/15/2016,212
688,213,23985,click,533847,2/15/2016,213
688,213,5027,click,32813,2/15/2016,213
688,213,58779,click,394575,2/15/2016,213
688,213,133542,click,361059,2/15/2016,213
688,213,133542,click,304082,2/15/2016,213
689,214,81078,click,7454,2/15/2016,214
690,215,30121,click,174534,2/15/2016,215
690,215,749,click,6573,2/15/2016,215
690,215,9699,click,200377,2/15/2016,215
690,215,67324,click,185241,2/15/2016,215
690,215,90486,click,211314,2/15/2016,215
692,217,70504,click,41072,2/15/2016,217
693,218,214068,click,22143,2/15/2016,218
694,219,80428,click,142718,2/14/2016,219
694,219,30080,click,277544,2/14/2016,219
694,219,69692,click,423639,2/14/2016,219
694,219,30081,click,937681,2/14/2016,219
694,219,30165,click,1020615,2/14/2016,219
694,219,30165,click,191588,2/14/2016,219
694,219,30165,click,108966,2/14/2016,219
694,219,81078,click,9911,2/14/2016,219
694,219,81078,click,484712,2/14/2016,219
694,219,26470,click,801460,2/14/2016,219
694,219,26470,click,751058,2/14/2016,219
694,219,8519,click,203284,2/14/2016,219
694,219,8519,click,263743,2/14/2016,219
694,219,7988,click,824991,2/14/2016,219
694,219,7988,click,904801,2/14/2016,219
694,219,1453,click,508166,2/14/2016,219
694,219,31460,click,879769,2/14/2016,219
694,219,31460,click,52724,2/14/2016,219
694,219,21714,click,318744,2/14/2016,219
694,219,72769,click,535615,2/14/2016,219
694,219,72769,click,995683,2/14/2016,219
694,219,9308,click,225315,2/14/2016,219
694,219,98179,click,378475,2/14/2016,219
697,222,72413,click,20217,2/14/2016,222
697,222,2124,click,82233,2/14/2016,222
697,222,2391,click,54953,2/14/2016,222
697,222,11126,click,37819,2/14/2016,222
703,224,34113,click,5703,2/15/2016,224
703,224,150971,click,224748,2/15/2016,224
704,225,54421,click,365152,2/4/2016,225
704,225,54421,click,543017,2/4/2016,225
704,225,54421,click,28134,2/4/2016,225
704,225,54421,click,438861,2/4/2016,225
704,225,11338,click,399665,2/4/2016,225
704,225,10952,click,157516,2/4/2016,225
704,225,12303,click,102677,2/4/2016,225
705,226,9185,click,53414,2/15/2016,226
705,226,79141,click,41748,2/15/2016,226
706,227,79130,click,18651,2/15/2016,227
706,227,57565,click,167029,2/15/2016,227
707,228,63142,click,77597,2/15/2016,228
708,229,5683,click,144141,2/15/2016,229
708,229,5683,click,521125,2/15/2016,229
708,229,5683,click,473224,2/15/2016,229
708,229,24764,click,329591,2/15/2016,229
708,229,35627,click,343540,2/15/2016,229
708,229,6057,click,455141,2/15/2016,229
709,230,9869,click,13327,2/15/2016,230
710,231,32122,click,59810,2/15/2016,231
715,232,65352,click,715407,2/14/2016,232
715,232,4328,click,475733,2/14/2016,232
715,232,11815,click,382784,2/14/2016,232
715,232,4588,click,75560,2/14/2016,232
715,232,175659,click,178574,2/14/2016,232
715,232,25285,click,128191,2/14/2016,232
716,233,3057,click,292027,2/14/2016,233
716,233,28301,click,17050,2/14/2016,233
718,235,81531,click,47635,2/14/2016,235
718,235,59965,click,313397,2/14/2016,235
718,235,31000,click,280753,2/14/2016,235
718,235,31000,click,93219,2/14/2016,235
718,235,2692,click,170309,2/14/2016,235
718,235,32608,click,120142,2/14/2016,235
718,235,32608,click,241017,2/14/2016,235
718,235,32608,click,279350,2/14/2016,235
718,235,12987,click,23371,2/14/2016,235
720,237,68755,click,97411,2/14/2016,237
720,237,36097,click,213930,2/14/2016,237
722,239,3948,click,190520,2/15/2016,239
722,239,211476,click,257559,2/15/2016,239
